smiles,value,wdgraph_string
*CCCCCCNC(=O)CCCCCCCCCCC(=O)N*,43.53,['[1*]CCCCCCNC(=O)CCCCCCCCCCC(=O)N[2*].[3*]CCCCCCNC(=O)CCCCCCCCCCC(=O)N[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*CCCCCCC(=O)N*,25.57,['[1*]CCCCCCC(=O)N[2*].[3*]CCCCCCC(=O)N[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*CCCCCCCC(=O)N*,48.41,['[1*]CCCCCCCC(=O)N[2*].[3*]CCCCCCCC(=O)N[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*CCCCCCCCCCC(=O)N*,24.27,['[1*]CCCCCCCCCCC(=O)N[2*].[3*]CCCCCCCCCCC(=O)N[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*CCCCCCCCCCCC(=O)N*,46.0,['[1*]CCCCCCCCCCCC(=O)N[2*].[3*]CCCCCCCCCCCC(=O)N[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*CCCCCCCCCCNC(=O)CCCCCCCCC(=O)N*,40.0,['[1*]CCCCCCCCCCNC(=O)CCCCCCCCC(=O)N[2*].[3*]CCCCCCCCCCNC(=O)CCCCCCCCC(=O)N[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*NC1CCC(CC2CCC(NC(=O)CCCCCCCCCCC(*)=O)CC2)CC1,25.59,['[1*]NC1CCC(CC2CCC(NC(=O)CCCCCCCCCCC([2*])=O)CC2)CC1.[3*]NC1CCC(CC2CCC(NC(=O)CCCCCCCCCCC([4*])=O)CC2)CC1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*CCCCCCNC(=O)c1cccc(C(=O)N*)c1,53.05,['[1*]CCCCCCNC(=O)c1cccc(C(=O)N[2*])c1.[3*]CCCCCCNC(=O)c1cccc(C(=O)N[4*])c1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*Cc1cccc(CNC(=O)CCCCC(=O)N*)c1,25.87,['[1*]Cc1cccc(CNC(=O)CCCCC(=O)N[2*])c1.[3*]Cc1cccc(CNC(=O)CCCCC(=O)N[4*])c1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*CCCCNC(=O)CCC=CCCC(=O)N*,31.26,['[1*]CCCCNC(=O)CCC=CCCC(=O)N[2*].[3*]CCCCNC(=O)CCC=CCCC(=O)N[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*C(=O)CCCCCCCCC(=O)N1CCN(*)CC1,52.64,['[1*]C(=O)CCCCCCCCC(=O)N1CCN([2*])CC1.[3*]C(=O)CCCCCCCCC(=O)N1CCN([4*])CC1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*CCCCCCNC(=O)CCC=CCCC(=O)N*,24.7,['[1*]CCCCCCNC(=O)CCC=CCCC(=O)N[2*].[3*]CCCCCCNC(=O)CCC=CCCC(=O)N[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*CCCCCCCCCCNC(=O)CCC=CCCC(=O)N*,32.24,['[1*]CCCCCCCCCCNC(=O)CCC=CCCC(=O)N[2*].[3*]CCCCCCCCCCNC(=O)CCC=CCCC(=O)N[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*CCCCCCCCCCN1CCN(C(=O)CCCCCCCCC(=O)N2CCN(*)CC2)CC1,53.56,['[1*]CCCCCCCCCCN1CCN(C(=O)CCCCCCCCC(=O)N2CCN([2*])CC2)CC1.[3*]CCCCCCCCCCN1CCN(C(=O)CCCCCCCCC(=O)N2CCN([4*])CC2)CC1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*CCCCCCCCCCNC(=O)CCCCCCCC(=O)N*,50.69,['[1*]CCCCCCCCCCNC(=O)CCCCCCCC(=O)N[2*].[3*]CCCCCCCCCCNC(=O)CCCCCCCC(=O)N[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*CC(C)(C)C(=O)N*,33.22,['[1*]CC(C)(C)C(=O)N[2*].[3*]CC(C)(C)C(=O)N[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*CCCC(=O)N*,38.13,['[1*]CCCC(=O)N[2*].[3*]CCCC(=O)N[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*CCCCCNC(=O)CCCCCC(=O)N*,38.39,['[1*]CCCCCNC(=O)CCCCCC(=O)N[2*].[3*]CCCCCNC(=O)CCCCCC(=O)N[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*CCCNC(=O)CCC=CCCC(=O)N*,35.72,['[1*]CCCNC(=O)CCC=CCCC(=O)N[2*].[3*]CCCNC(=O)CCC=CCCC(=O)N[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*CCCCCNC(=O)CCC=CCCC(=O)N*,26.16,['[1*]CCCCCNC(=O)CCC=CCCC(=O)N[2*].[3*]CCCCCNC(=O)CCC=CCCC(=O)N[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*CCCCCCCNC(=O)CCC=CCCC(=O)N*,28.31,['[1*]CCCCCCCNC(=O)CCC=CCCC(=O)N[2*].[3*]CCCCCCCNC(=O)CCC=CCCC(=O)N[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*CCCCCCCCNC(=O)CCC=CCCC(=O)N*,22.55,['[1*]CCCCCCCCNC(=O)CCC=CCCC(=O)N[2*].[3*]CCCCCCCCNC(=O)CCC=CCCC(=O)N[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*CCCCCCCCCNC(=O)CCC=CCCC(=O)N*,27.48,['[1*]CCCCCCCCCNC(=O)CCC=CCCC(=O)N[2*].[3*]CCCCCCCCCNC(=O)CCC=CCCC(=O)N[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*CCCCNC(=O)c1ccc(C(=O)N*)cc1,94.18,['[1*]CCCCNC(=O)c1ccc(C(=O)N[2*])cc1.[3*]CCCCNC(=O)c1ccc(C(=O)N[4*])cc1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*CCCCCCNC(=O)CCc1ccc(CCC(=O)N*)cc1,44.13,['[1*]CCCCCCNC(=O)CCc1ccc(CCC(=O)N[2*])cc1.[3*]CCCCCCNC(=O)CCc1ccc(CCC(=O)N[4*])cc1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*Nc1cccc(NC(=O)CCCCC(*)=O)c1,46.36,['[1*]Nc1cccc(NC(=O)CCCCC([2*])=O)c1.[3*]Nc1cccc(NC(=O)CCCCC([4*])=O)c1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*CCCCCCNC(=O)C(=O)N*,62.02,['[1*]CCCCCCNC(=O)C(=O)N[2*].[3*]CCCCCCNC(=O)C(=O)N[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*C(=O)CCC=CCCC(=O)N1CCN(*)CC1,33.97,['[1*]C(=O)CCC=CCCC(=O)N1CCN([2*])CC1.[3*]C(=O)CCC=CCCC(=O)N1CCN([4*])CC1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*CC1CCCC(CNC(=O)CCCCC(=O)N*)C1,5.67,['[1*]CC1CCCC(CNC(=O)CCCCC(=O)N[2*])C1.[3*]CC1CCCC(CNC(=O)CCCCC(=O)N[4*])C1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*NC1CCC(CC2CCC(NC(=O)CCCCCCCCCCCCC(*)=O)CC2)CC1,12.75,['[1*]NC1CCC(CC2CCC(NC(=O)CCCCCCCCCCCCC([2*])=O)CC2)CC1.[3*]NC1CCC(CC2CCC(NC(=O)CCCCCCCCCCCCC([4*])=O)CC2)CC1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*CCCCCCCCCCCCNC(=O)CCP(C)(=O)CCC(=O)N*,9.73,['[1*]CCCCCCCCCCCCNC(=O)CCP(C)(=O)CCC(=O)N[2*].[3*]CCCCCCCCCCCCNC(=O)CCP(C)(=O)CCC(=O)N[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*CCCCCCCCCCNC(=O)C(CCCCCCCCCCCC)C(=O)N*,13.71,['[1*]CCCCCCCCCCNC(=O)C(CCCCCCCCCCCC)C(=O)N[2*].[3*]CCCCCCCCCCNC(=O)C(CCCCCCCCCCCC)C(=O)N[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*CCCCCCNC(=O)C(CCCC)C(=O)N*,21.85,['[1*]CCCCCCNC(=O)C(CCCC)C(=O)N[2*].[3*]CCCCCCNC(=O)C(CCCC)C(=O)N[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*CCCCCCNC(=O)C(CCCCCCCCCC)C(=O)N*,23.23,['[1*]CCCCCCNC(=O)C(CCCCCCCCCC)C(=O)N[2*].[3*]CCCCCCNC(=O)C(CCCCCCCCCC)C(=O)N[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*CCCCCCNC(=O)C(CCCCCCCCCCCC)C(=O)N*,32.76,['[1*]CCCCCCNC(=O)C(CCCCCCCCCCCC)C(=O)N[2*].[3*]CCCCCCNC(=O)C(CCCCCCCCCCCC)C(=O)N[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*CCCCCCNC(=O)C(CCCCCCCCCCCCCCCCC)C(=O)N*,53.53,['[1*]CCCCCCNC(=O)C(CCCCCCCCCCCCCCCCC)C(=O)N[2*].[3*]CCCCCCNC(=O)C(CCCCCCCCCCCCCCCCC)C(=O)N[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*CCCCCCNC(=O)C(CCCCCCC)C(=O)N*,11.47,['[1*]CCCCCCNC(=O)C(CCCCCCC)C(=O)N[2*].[3*]CCCCCCNC(=O)C(CCCCCCC)C(=O)N[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*CCCCCCNC(=O)C(CCCCCCCCCCCCCCCC)C(=O)N*,38.94,['[1*]CCCCCCNC(=O)C(CCCCCCCCCCCCCCCC)C(=O)N[2*].[3*]CCCCCCNC(=O)C(CCCCCCCCCCCCCCCC)C(=O)N[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*CCCCCCNC(=O)C(CCCCCC)C(=O)N*,17.72,['[1*]CCCCCCNC(=O)C(CCCCCC)C(=O)N[2*].[3*]CCCCCCNC(=O)C(CCCCCC)C(=O)N[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*CCCCCCNC(=O)C(CCCCCCCCC)C(=O)N*,21.64,['[1*]CCCCCCNC(=O)C(CCCCCCCCC)C(=O)N[2*].[3*]CCCCCCNC(=O)C(CCCCCCCCC)C(=O)N[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*CCCCCCNC(=O)C(CCCCCCCCCCCCCCCCCC)C(=O)N*,52.69,['[1*]CCCCCCNC(=O)C(CCCCCCCCCCCCCCCCCC)C(=O)N[2*].[3*]CCCCCCNC(=O)C(CCCCCCCCCCCCCCCCCC)C(=O)N[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*CCCCCCNC(=O)C(CCCCCCCC)C(=O)N*,21.95,['[1*]CCCCCCNC(=O)C(CCCCCCCC)C(=O)N[2*].[3*]CCCCCCNC(=O)C(CCCCCCCC)C(=O)N[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*CCCCCCNC(=O)C(CCCCCCCCCCCCCCC)C(=O)N*,42.36,['[1*]CCCCCCNC(=O)C(CCCCCCCCCCCCCCC)C(=O)N[2*].[3*]CCCCCCNC(=O)C(CCCCCCCCCCCCCCC)C(=O)N[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*CCCCCCNC(=O)C(CCCCC)C(=O)N*,21.49,['[1*]CCCCCCNC(=O)C(CCCCC)C(=O)N[2*].[3*]CCCCCCNC(=O)C(CCCCC)C(=O)N[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*CCCCCCNC(=O)C(CCC)C(=O)N*,21.03,['[1*]CCCCCCNC(=O)C(CCC)C(=O)N[2*].[3*]CCCCCCNC(=O)C(CCC)C(=O)N[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*CCCCCCNC(=O)C(CCCCCCCCCCCCCC)C(=O)N*,30.58,['[1*]CCCCCCNC(=O)C(CCCCCCCCCCCCCC)C(=O)N[2*].[3*]CCCCCCNC(=O)C(CCCCCCCCCCCCCC)C(=O)N[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*CCCCCCNC(=O)C(CCCCCCCCCCCCC)C(=O)N*,33.12,['[1*]CCCCCCNC(=O)C(CCCCCCCCCCCCC)C(=O)N[2*].[3*]CCCCCCNC(=O)C(CCCCCCCCCCCCC)C(=O)N[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*CCCCCCNC(=O)C(CCCCCCCCCCC)C(=O)N*,28.87,['[1*]CCCCCCNC(=O)C(CCCCCCCCCCC)C(=O)N[2*].[3*]CCCCCCNC(=O)C(CCCCCCCCCCC)C(=O)N[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*CCCCCCNC(=O)CC(C)(C)c1ccc(C(C)(C)CC(=O)N*)cc1,4.38,['[1*]CCCCCCNC(=O)CC(C)(C)c1ccc(C(C)(C)CC(=O)N[2*])cc1.[3*]CCCCCCNC(=O)CC(C)(C)c1ccc(C(C)(C)CC(=O)N[4*])cc1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*CCCCCCNC(=O)CC(C)c1ccc(C(C)CC(=O)N*)cc1,11.87,['[1*]CCCCCCNC(=O)CC(C)c1ccc(C(C)CC(=O)N[2*])cc1.[3*]CCCCCCNC(=O)CC(C)c1ccc(C(C)CC(=O)N[4*])cc1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*CCCCCCCCCNC(=O)C(CCCCCCCCCCCC)C(=O)N*,14.55,['[1*]CCCCCCCCCNC(=O)C(CCCCCCCCCCCC)C(=O)N[2*].[3*]CCCCCCCCCNC(=O)C(CCCCCCCCCCCC)C(=O)N[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*CCCCCCCCNC(=O)C(CCCCCCCCCCCC)C(=O)N*,13.79,['[1*]CCCCCCCCNC(=O)C(CCCCCCCCCCCC)C(=O)N[2*].[3*]CCCCCCCCNC(=O)C(CCCCCCCCCCCC)C(=O)N[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*CCCCCNC(=O)C(CCCCCCCCCCCC)C(=O)N*,19.52,['[1*]CCCCCNC(=O)C(CCCCCCCCCCCC)C(=O)N[2*].[3*]CCCCCNC(=O)C(CCCCCCCCCCCC)C(=O)N[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*CCCCNC(=O)C(CCCCCCCCCCCC)C(=O)N*,39.95,['[1*]CCCCNC(=O)C(CCCCCCCCCCCC)C(=O)N[2*].[3*]CCCCNC(=O)C(CCCCCCCCCCCC)C(=O)N[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*CCCCCCCNC(=O)C(CCCCCCCCCCCC)C(=O)N*,15.71,['[1*]CCCCCCCNC(=O)C(CCCCCCCCCCCC)C(=O)N[2*].[3*]CCCCCCCNC(=O)C(CCCCCCCCCCCC)C(=O)N[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*CCCCCCNC(=O)CCCCC(=O)NCC(=O)N*,35.31,['[1*]CCCCCCNC(=O)CCCCC(=O)NCC(=O)N[2*].[3*]CCCCCCNC(=O)CCCCC(=O)NCC(=O)N[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*CCCCCNC(=O)O*,73.38,['[1*]CCCCCNC(=O)O[2*].[3*]CCCCCNC(=O)O[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*CCOC(=O)NCCCCCCNC(=O)O*,21.16,['[1*]CCOC(=O)NCCCCCCNC(=O)O[2*].[3*]CCOC(=O)NCCCCCCNC(=O)O[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*CCCOC(=O)NCCCCCCNC(=O)O*,28.37,['[1*]CCCOC(=O)NCCCCCCNC(=O)O[2*].[3*]CCCOC(=O)NCCCCCCNC(=O)O[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*CCCCOC(=O)NCCCCCCNC(=O)O*,44.03,['[1*]CCCCOC(=O)NCCCCCCNC(=O)O[2*].[3*]CCCCOC(=O)NCCCCCCNC(=O)O[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*CCCCCOC(=O)NCCCCCCNC(=O)O*,27.33,['[1*]CCCCCOC(=O)NCCCCCCNC(=O)O[2*].[3*]CCCCCOC(=O)NCCCCCCNC(=O)O[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*CCCCCCOC(=O)NCCCCCCNC(=O)O*,37.25,['[1*]CCCCCCOC(=O)NCCCCCCNC(=O)O[2*].[3*]CCCCCCOC(=O)NCCCCCCNC(=O)O[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*CCCCCCCOC(=O)NCCCCCCNC(=O)O*,30.32,['[1*]CCCCCCCOC(=O)NCCCCCCNC(=O)O[2*].[3*]CCCCCCCOC(=O)NCCCCCCNC(=O)O[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*CCCCCCCCOC(=O)NCCCCCCNC(=O)O*,30.53,['[1*]CCCCCCCCOC(=O)NCCCCCCNC(=O)O[2*].[3*]CCCCCCCCOC(=O)NCCCCCCNC(=O)O[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*CCCCCCCCCOC(=O)NCCCCCCNC(=O)O*,30.17,['[1*]CCCCCCCCCOC(=O)NCCCCCCNC(=O)O[2*].[3*]CCCCCCCCCOC(=O)NCCCCCCNC(=O)O[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*CCCCCCCCCCOC(=O)NCCCCCCNC(=O)O*,27.21,['[1*]CCCCCCCCCCOC(=O)NCCCCCCNC(=O)O[2*].[3*]CCCCCCCCCCOC(=O)NCCCCCCNC(=O)O[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*CC(F)(F)C(F)(F)COC(=O)NCCCCCCNC(=O)O*,36.03,['[1*]CC(F)(F)C(F)(F)COC(=O)NCCCCCCNC(=O)O[2*].[3*]CC(F)(F)C(F)(F)COC(=O)NCCCCCCNC(=O)O[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*CCCOC(=O)Nc1ccc(Cc2ccc(NC(=O)O*)cc2)cc1,47.76,['[1*]CCCOC(=O)Nc1ccc(Cc2ccc(NC(=O)O[2*])cc2)cc1.[3*]CCCOC(=O)Nc1ccc(Cc2ccc(NC(=O)O[4*])cc2)cc1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*CCCCOC(=O)Nc1ccc(Cc2ccc(NC(=O)O*)cc2)cc1,52.18,['[1*]CCCCOC(=O)Nc1ccc(Cc2ccc(NC(=O)O[2*])cc2)cc1.[3*]CCCCOC(=O)Nc1ccc(Cc2ccc(NC(=O)O[4*])cc2)cc1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*CCCCCOC(=O)Nc1ccc(Cc2ccc(NC(=O)O*)cc2)cc1,29.45,['[1*]CCCCCOC(=O)Nc1ccc(Cc2ccc(NC(=O)O[2*])cc2)cc1.[3*]CCCCCOC(=O)Nc1ccc(Cc2ccc(NC(=O)O[4*])cc2)cc1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*CCCCCCOC(=O)Nc1ccc(Cc2ccc(NC(=O)O*)cc2)cc1,32.31,['[1*]CCCCCCOC(=O)Nc1ccc(Cc2ccc(NC(=O)O[2*])cc2)cc1.[3*]CCCCCCOC(=O)Nc1ccc(Cc2ccc(NC(=O)O[4*])cc2)cc1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*CCCCCCCOC(=O)Nc1ccc(Cc2ccc(NC(=O)O*)cc2)cc1,23.05,['[1*]CCCCCCCOC(=O)Nc1ccc(Cc2ccc(NC(=O)O[2*])cc2)cc1.[3*]CCCCCCCOC(=O)Nc1ccc(Cc2ccc(NC(=O)O[4*])cc2)cc1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*CCCCCCCCOC(=O)Nc1ccc(Cc2ccc(NC(=O)O*)cc2)cc1,36.98,['[1*]CCCCCCCCOC(=O)Nc1ccc(Cc2ccc(NC(=O)O[2*])cc2)cc1.[3*]CCCCCCCCOC(=O)Nc1ccc(Cc2ccc(NC(=O)O[4*])cc2)cc1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*CCCCCCCCCOC(=O)Nc1ccc(Cc2ccc(NC(=O)O*)cc2)cc1,31.26,['[1*]CCCCCCCCCOC(=O)Nc1ccc(Cc2ccc(NC(=O)O[2*])cc2)cc1.[3*]CCCCCCCCCOC(=O)Nc1ccc(Cc2ccc(NC(=O)O[4*])cc2)cc1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*CCCCCCCCCCOC(=O)Nc1ccc(Cc2ccc(NC(=O)O*)cc2)cc1,23.4,['[1*]CCCCCCCCCCOC(=O)Nc1ccc(Cc2ccc(NC(=O)O[2*])cc2)cc1.[3*]CCCCCCCCCCOC(=O)Nc1ccc(Cc2ccc(NC(=O)O[4*])cc2)cc1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*CCCCCCCCCCCCCNC(=O)CCCCCCCCCCCC(=O)N*,30.22,['[1*]CCCCCCCCCCCCCNC(=O)CCCCCCCCCCCC(=O)N[2*].[3*]CCCCCCCCCCCCCNC(=O)CCCCCCCCCCCC(=O)N[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*CCCCCCNC(=O)N*,49.48,['[1*]CCCCCCNC(=O)N[2*].[3*]CCCCCCNC(=O)N[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*CCCCCCCNC(=O)N*,33.27,['[1*]CCCCCCCNC(=O)N[2*].[3*]CCCCCCCNC(=O)N[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*OC(=O)CCCCC(*)=O,96.83,['[1*]OC(=O)CCCCC([2*])=O.[3*]OC(=O)CCCCC([4*])=O|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*OC(=O)CCCCCCCCC(*)=O,83.87,['[1*]OC(=O)CCCCCCCCC([2*])=O.[3*]OC(=O)CCCCCCCCC([4*])=O|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*CCCCCCOC(=O)O*,31.95,['[1*]CCCCCCOC(=O)O[2*].[3*]CCCCCCOC(=O)O[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*Oc1ccc(C(C)(C)c2ccc(OC(*)=O)cc2)cc1,16.83,['[1*]Oc1ccc(C(C)(C)c2ccc(OC([2*])=O)cc2)cc1.[3*]Oc1ccc(C(C)(C)c2ccc(OC([4*])=O)cc2)cc1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
