wdgraph,value
['[1*]CCCCCCNC(=O)C(CCCCCC)C(=O)N[2*].[3*]CCCCCCNC(=O)C(CCCCCC)C(=O)N[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],17.72
['[1*]CCCCCCNC(=O)C(CCCCCCCCC)C(=O)N[2*].[3*]CCCCCCNC(=O)C(CCCCCCCCC)C(=O)N[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],21.64
['[1*]CCCCCCNC(=O)C(CCCCCCCCCCCCCCCCCC)C(=O)N[2*].[3*]CCCCCCNC(=O)C(CCCCCCCCCCCCCCCCCC)C(=O)N[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],52.69
['[1*]CCCCCCNC(=O)C(CCCCCCCC)C(=O)N[2*].[3*]CCCCCCNC(=O)C(CCCCCCCC)C(=O)N[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],21.95
['[1*]CCCCCCNC(=O)C(CCCCCCCCCCCCCCC)C(=O)N[2*].[3*]CCCCCCNC(=O)C(CCCCCCCCCCCCCCC)C(=O)N[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],42.36
['[1*]CCCCCCNC(=O)C(CCCCC)C(=O)N[2*].[3*]CCCCCCNC(=O)C(CCCCC)C(=O)N[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],21.49
['[1*]CCCCCCNC(=O)C(CCC)C(=O)N[2*].[3*]CCCCCCNC(=O)C(CCC)C(=O)N[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],21.03
['[1*]CCCCCCNC(=O)C(CCCCCCCCCCCCCC)C(=O)N[2*].[3*]CCCCCCNC(=O)C(CCCCCCCCCCCCCC)C(=O)N[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],30.58
['[1*]CCCCCCNC(=O)C(CCCCCCCCCCCCC)C(=O)N[2*].[3*]CCCCCCNC(=O)C(CCCCCCCCCCCCC)C(=O)N[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],33.12
['[1*]CCCCCCNC(=O)C(CCCCCCCCCCC)C(=O)N[2*].[3*]CCCCCCNC(=O)C(CCCCCCCCCCC)C(=O)N[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],28.87
['[1*]CCCCCCNC(=O)CC(C)(C)c1ccc(C(C)(C)CC(=O)N[2*])cc1.[3*]CCCCCCNC(=O)CC(C)(C)c1ccc(C(C)(C)CC(=O)N[4*])cc1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],4.38
['[1*]CCCCCCNC(=O)CC(C)c1ccc(C(C)CC(=O)N[2*])cc1.[3*]CCCCCCNC(=O)CC(C)c1ccc(C(C)CC(=O)N[4*])cc1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],11.87
['[1*]CCCCCCCCCNC(=O)C(CCCCCCCCCCCC)C(=O)N[2*].[3*]CCCCCCCCCNC(=O)C(CCCCCCCCCCCC)C(=O)N[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],14.55
['[1*]CCCCCCCCNC(=O)C(CCCCCCCCCCCC)C(=O)N[2*].[3*]CCCCCCCCNC(=O)C(CCCCCCCCCCCC)C(=O)N[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],13.79
['[1*]CCCCCNC(=O)C(CCCCCCCCCCCC)C(=O)N[2*].[3*]CCCCCNC(=O)C(CCCCCCCCCCCC)C(=O)N[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],19.52
['[1*]CCCCNC(=O)C(CCCCCCCCCCCC)C(=O)N[2*].[3*]CCCCNC(=O)C(CCCCCCCCCCCC)C(=O)N[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],39.95
['[1*]CCCCCCCNC(=O)C(CCCCCCCCCCCC)C(=O)N[2*].[3*]CCCCCCCNC(=O)C(CCCCCCCCCCCC)C(=O)N[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],15.71
['[1*]CCCCCCNC(=O)CCCCC(=O)NCC(=O)N[2*].[3*]CCCCCCNC(=O)CCCCC(=O)NCC(=O)N[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],35.31
['[1*]CCCCCNC(=O)O[2*].[3*]CCCCCNC(=O)O[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],73.38
['[1*]CCOC(=O)NCCCCCCNC(=O)O[2*].[3*]CCOC(=O)NCCCCCCNC(=O)O[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],21.16
['[1*]CCCOC(=O)NCCCCCCNC(=O)O[2*].[3*]CCCOC(=O)NCCCCCCNC(=O)O[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],28.37
['[1*]CCCCOC(=O)NCCCCCCNC(=O)O[2*].[3*]CCCCOC(=O)NCCCCCCNC(=O)O[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],44.03
['[1*]CCCCCOC(=O)NCCCCCCNC(=O)O[2*].[3*]CCCCCOC(=O)NCCCCCCNC(=O)O[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],27.33
['[1*]CCCCCCOC(=O)NCCCCCCNC(=O)O[2*].[3*]CCCCCCOC(=O)NCCCCCCNC(=O)O[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],37.25
['[1*]CCCCCCCOC(=O)NCCCCCCNC(=O)O[2*].[3*]CCCCCCCOC(=O)NCCCCCCNC(=O)O[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],30.32
['[1*]CCCCCCCCOC(=O)NCCCCCCNC(=O)O[2*].[3*]CCCCCCCCOC(=O)NCCCCCCNC(=O)O[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],30.53
['[1*]CCCCCCCCCOC(=O)NCCCCCCNC(=O)O[2*].[3*]CCCCCCCCCOC(=O)NCCCCCCNC(=O)O[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],30.17
['[1*]CCCCCCCCCCOC(=O)NCCCCCCNC(=O)O[2*].[3*]CCCCCCCCCCOC(=O)NCCCCCCNC(=O)O[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],27.21
['[1*]CC(F)(F)C(F)(F)COC(=O)NCCCCCCNC(=O)O[2*].[3*]CC(F)(F)C(F)(F)COC(=O)NCCCCCCNC(=O)O[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],36.03
['[1*]CCCOC(=O)Nc1ccc(Cc2ccc(NC(=O)O[2*])cc2)cc1.[3*]CCCOC(=O)Nc1ccc(Cc2ccc(NC(=O)O[4*])cc2)cc1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],47.76
['[1*]CCCCOC(=O)Nc1ccc(Cc2ccc(NC(=O)O[2*])cc2)cc1.[3*]CCCCOC(=O)Nc1ccc(Cc2ccc(NC(=O)O[4*])cc2)cc1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],52.18
['[1*]CCCCCOC(=O)Nc1ccc(Cc2ccc(NC(=O)O[2*])cc2)cc1.[3*]CCCCCOC(=O)Nc1ccc(Cc2ccc(NC(=O)O[4*])cc2)cc1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],29.45
['[1*]CCCCCCOC(=O)Nc1ccc(Cc2ccc(NC(=O)O[2*])cc2)cc1.[3*]CCCCCCOC(=O)Nc1ccc(Cc2ccc(NC(=O)O[4*])cc2)cc1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],32.31
['[1*]CCCCCCCOC(=O)Nc1ccc(Cc2ccc(NC(=O)O[2*])cc2)cc1.[3*]CCCCCCCOC(=O)Nc1ccc(Cc2ccc(NC(=O)O[4*])cc2)cc1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],23.05
['[1*]CCCCCCCCOC(=O)Nc1ccc(Cc2ccc(NC(=O)O[2*])cc2)cc1.[3*]CCCCCCCCOC(=O)Nc1ccc(Cc2ccc(NC(=O)O[4*])cc2)cc1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],36.98
['[1*]CCCCCCCCCOC(=O)Nc1ccc(Cc2ccc(NC(=O)O[2*])cc2)cc1.[3*]CCCCCCCCCOC(=O)Nc1ccc(Cc2ccc(NC(=O)O[4*])cc2)cc1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],31.26
['[1*]CCCCCCCCCCOC(=O)Nc1ccc(Cc2ccc(NC(=O)O[2*])cc2)cc1.[3*]CCCCCCCCCCOC(=O)Nc1ccc(Cc2ccc(NC(=O)O[4*])cc2)cc1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],23.4
['[1*]CCCCCCCCCCCCCNC(=O)CCCCCCCCCCCC(=O)N[2*].[3*]CCCCCCCCCCCCCNC(=O)CCCCCCCCCCCC(=O)N[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],30.22
['[1*]CCCCCCNC(=O)N[2*].[3*]CCCCCCNC(=O)N[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],49.48
['[1*]CCCCCCCNC(=O)N[2*].[3*]CCCCCCCNC(=O)N[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],33.27
['[1*]OC(=O)CCCCC([2*])=O.[3*]OC(=O)CCCCC([4*])=O|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],96.83
['[1*]OC(=O)CCCCCCCCC([2*])=O.[3*]OC(=O)CCCCCCCCC([4*])=O|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],83.87
['[1*]CCCCCCOC(=O)O[2*].[3*]CCCCCCOC(=O)O[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],31.95
['[1*]Oc1ccc(C(C)(C)c2ccc(OC([2*])=O)cc2)cc1.[3*]Oc1ccc(C(C)(C)c2ccc(OC([4*])=O)cc2)cc1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],16.83
['[1*]Oc1ccc(C(C)=NN=C(C)c2ccc(OC(=O)OCCCCCCOC([2*])=O)cc2)cc1.[3*]Oc1ccc(C(C)=NN=C(C)c2ccc(OC(=O)OCCCCCCOC([4*])=O)cc2)cc1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],44.64
['[1*]Oc1ccc(C(C)=NN=C(C)c2ccc(OC(=O)OCCCCCCCCOC([2*])=O)cc2)cc1.[3*]Oc1ccc(C(C)=NN=C(C)c2ccc(OC(=O)OCCCCCCCCOC([4*])=O)cc2)cc1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],34.42
['[1*]Oc1ccc(C(C)=NN=C(C)c2ccc(OC(=O)OCCCCCCCCCCOC([2*])=O)cc2)cc1.[3*]Oc1ccc(C(C)=NN=C(C)c2ccc(OC(=O)OCCCCCCCCCCOC([4*])=O)cc2)cc1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],28.99
['[1*]Oc1ccc(C(C)=NN=C(C)c2ccc(OC(=O)OCCCCCCCCCCCCOC([2*])=O)cc2)cc1.[3*]Oc1ccc(C(C)=NN=C(C)c2ccc(OC(=O)OCCCCCCCCCCCCOC([4*])=O)cc2)cc1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],23.17
['[1*]CCCCOC(=O)O[2*].[3*]CCCCOC(=O)O[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],64.6
['[1*]CCCCCCCCCCOC(=O)O[2*].[3*]CCCCCCCCCCOC(=O)O[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],44.07
['[1*]CCCCCOC(=O)O[2*].[3*]CCCCCOC(=O)O[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],15.11
['[1*]CCC([2*])=O.[3*]CCC([4*])=O|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],93.5
['[1*]CCC1CC([2*])C2CCCC12.[3*]CCC1CC([4*])C2CCCC12|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],23.26
['[1*]CCC1CCC([2*])C1.[3*]CCC1CCC([4*])C1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],23.52
['[1*]CCC1CC([2*])C2C3CCC(C3)C12.[3*]CCC1CC([4*])C2C3CCC(C3)C12|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],10.18
['[1*]CC([2*])c1ccc(S(=O)(=O)O)cc1.[3*]CC([4*])c1ccc(S(=O)(=O)O)cc1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],11
['[1*]C=CCCCCCCC(Cl)CCCCCC[2*].[3*]C=CCCCCCCC(Cl)CCCCCC[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],11.79
['[1*]C=CCCCCCCCCCC(Cl)CCCCCCCCC[2*].[3*]C=CCCCCCCCCCC(Cl)CCCCCCCCC[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],27.65
['[1*]CCCCCCCCCCCCCCCCCCCCC([2*])COCCOCCOCCOCCOCc1ccc2ccc3cccc4ccc1c2c34.[3*]CCCCCCCCCCCCCCCCCCCCC([4*])COCCOCCOCCOCCOCc1ccc2ccc3cccc4ccc1c2c34|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],13.63
['[1*]C=CCCCCCCCCCC(CCCCCCCCC[2*])COCCOCCOCCOCCOCCCCCC.[3*]C=CCCCCCCCCCC(CCCCCCCCC[4*])COCCOCCOCCOCCOCCCCCC|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],8.9
['[1*]C=CCCCCCCCCCC(CCCCCCCCC[2*])COCCOCCOCCOCCOCCCCCCCCCCCCCC.[3*]C=CCCCCCCCCCC(CCCCCCCCC[4*])COCCOCCOCCOCCOCCCCCCCCCCCCCC|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],20.64
['[1*]CCCCCCCCCCCCCCCCCCCCC([2*])COCCOCCOCCOCCOCCCCCCCCCCCCCC.[3*]CCCCCCCCCCCCCCCCCCCCC([4*])COCCOCCOCCOCCOCCCCCCCCCCCCCC|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],28
['[1*]CC([2*])(C)C(=O)NCCCCCCCCCCC(=O)NCCCCCCCCCCC(=O)OC.[3*]CC([4*])(C)C(=O)NCCCCCCCCCCC(=O)NCCCCCCCCCCC(=O)OC|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],10.57
['[1*]CC([2*])(C)C(=O)NCCCCCCCCCCC(=O)NCCCCCCCCCCC(=O)O.[3*]CC([4*])(C)C(=O)NCCCCCCCCCCC(=O)NCCCCCCCCCCC(=O)O|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],12.52
['[1*]CC([2*])C(=O)OCCCCCCCCCCCN1C(=O)c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C1=O)c64)C(=O)N(C(CCCCCCC)CCCCCCC)C5=O.[3*]CC([4*])C(=O)OCCCCCCCCCCCN1C(=O)c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C1=O)c64)C(=O)N(C(CCCCCCC)CCCCCCC)C5=O|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],6.12
['[1*]CCCCCCCCCCCCCCC([2*])Cl.[3*]CCCCCCCCCCCCCCC([4*])Cl|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],10.35
['[1*]CCCCCCCCCCCCCCCCCCCCC([2*])Cl.[3*]CCCCCCCCCCCCCCCCCCCCC([4*])Cl|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],41.96
['[1*]C=CC1CC([2*])C2CC=CC12.[3*]C=CC1CC([4*])C2CC=CC12|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],41.11
['[1*]Oc1cccc(OC(=O)c2ccc(Oc3ccc(C([2*])=O)cc3)cc2)c1.[3*]Oc1cccc(OC(=O)c2ccc(Oc3ccc(C([4*])=O)cc3)cc2)c1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],26.83
['[1*]Oc1ccc(-c2ccc(OC(=O)c3cccc(Oc4cccc(C([2*])=O)c4)c3)cc2)cc1.[3*]Oc1ccc(-c2ccc(OC(=O)c3cccc(Oc4cccc(C([4*])=O)c4)c3)cc2)cc1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],73.55
['[1*]Oc1ccc(Oc2ccc(Oc3ccc(Oc4ccc(OC(=O)c5cccc(C([2*])=O)c5)cc4)cc3)cc2)cc1.[3*]Oc1ccc(Oc2ccc(Oc3ccc(Oc4ccc(OC(=O)c5cccc(C([4*])=O)c5)cc4)cc3)cc2)cc1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],64.24
['[1*]Oc1ccc(Oc2ccc(OC(=O)c3ccc(Oc4ccc(C([2*])=O)cc4)cc3)cc2)cc1.[3*]Oc1ccc(Oc2ccc(OC(=O)c3ccc(Oc4ccc(C([4*])=O)cc4)cc3)cc2)cc1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],55.4
['[1*]Oc1ccc(Oc2ccc(Oc3ccc(OC(=O)c4ccc(Oc5ccc(C([2*])=O)cc5)cc4)cc3)cc2)cc1.[3*]Oc1ccc(Oc2ccc(Oc3ccc(OC(=O)c4ccc(Oc5ccc(C([4*])=O)cc5)cc4)cc3)cc2)cc1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],79.04
['[1*]Oc1ccc(Oc2ccc(Oc3ccc(Oc4ccc(OC(=O)c5ccc(Oc6ccc(C([2*])=O)cc6)cc5)cc4)cc3)cc2)cc1.[3*]Oc1ccc(Oc2ccc(Oc3ccc(Oc4ccc(OC(=O)c5ccc(Oc6ccc(C([4*])=O)cc6)cc5)cc4)cc3)cc2)cc1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],41.49
['[1*]Oc1ccc(Oc2ccc(OC(=O)c3ccc(Oc4ccc(Oc5ccc(C([2*])=O)cc5)cc4)cc3)cc2)cc1.[3*]Oc1ccc(Oc2ccc(OC(=O)c3ccc(Oc4ccc(Oc5ccc(C([4*])=O)cc5)cc4)cc3)cc2)cc1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],48.89
['[1*]Oc1ccc(Oc2ccc(Oc3ccc(OC(=O)c4ccc(Oc5ccc(Oc6ccc(C([2*])=O)cc6)cc5)cc4)cc3)cc2)cc1.[3*]Oc1ccc(Oc2ccc(Oc3ccc(OC(=O)c4ccc(Oc5ccc(Oc6ccc(C([4*])=O)cc6)cc5)cc4)cc3)cc2)cc1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],76.73
['[1*]Oc1ccc(Oc2ccc(Oc3ccc(Oc4ccc(OC(=O)c5ccc(Oc6ccc(Oc7ccc(C([2*])=O)cc7)cc6)cc5)cc4)cc3)cc2)cc1.[3*]Oc1ccc(Oc2ccc(Oc3ccc(Oc4ccc(OC(=O)c5ccc(Oc6ccc(Oc7ccc(C([4*])=O)cc7)cc6)cc5)cc4)cc3)cc2)cc1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],30.44
['[1*]Oc1ccc(Oc2cccc(C(=O)Oc3ccc(OC(=O)c4cccc([2*])c4)cc3)c2)cc1.[3*]Oc1ccc(Oc2cccc(C(=O)Oc3ccc(OC(=O)c4cccc([4*])c4)cc3)c2)cc1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],44.88
['[1*]Oc1ccc(Oc2cccc(C(=O)Oc3ccc(-c4ccc(OC(=O)c5cccc([2*])c5)cc4)cc3)c2)cc1.[3*]Oc1ccc(Oc2cccc(C(=O)Oc3ccc(-c4ccc(OC(=O)c5cccc([4*])c5)cc4)cc3)c2)cc1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],57.07
['[1*]Oc1ccc(OC(=O)c2cccc(Oc3ccc(-c4ccc(Oc5cccc(C([2*])=O)c5)cc4)cc3)c2)cc1.[3*]Oc1ccc(OC(=O)c2cccc(Oc3ccc(-c4ccc(Oc5cccc(C([4*])=O)c5)cc4)cc3)c2)cc1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],56.34
['[1*]Oc1cccc(Oc2ccc(Oc3cccc(OC(=O)c4ccc(C([2*])=O)cc4)c3)cc2)c1.[3*]Oc1cccc(Oc2ccc(Oc3cccc(OC(=O)c4ccc(C([4*])=O)cc4)c3)cc2)c1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],18.79
['[1*]Oc1cccc(Oc2ccc(Oc3cccc(OC(=O)c4ccc(-c5ccc(C([2*])=O)cc5)cc4)c3)cc2)c1.[3*]Oc1cccc(Oc2ccc(Oc3cccc(OC(=O)c4ccc(-c5ccc(C([4*])=O)cc5)cc4)c3)cc2)c1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],58.26
['[1*]Oc1cccc(Oc2ccc(C(=O)Oc3cccc(OC(=O)c4ccc([2*])cc4)c3)cc2)c1.[3*]Oc1cccc(Oc2ccc(C(=O)Oc3cccc(OC(=O)c4ccc([4*])cc4)c3)cc2)c1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],12.53
['[1*]Oc1cccc(Oc2ccc(C(=O)Oc3ccc(OC(=O)c4ccc([2*])cc4)cc3)cc2)c1.[3*]Oc1cccc(Oc2ccc(C(=O)Oc3ccc(OC(=O)c4ccc([4*])cc4)cc3)cc2)c1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],43.84
['[1*]Oc1cccc(C(=O)c2ccc([2*])cc2)c1.[3*]Oc1cccc(C(=O)c2ccc([4*])cc2)c1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],47.28
['[1*]CC(CS(C)(=O)=O)O[2*].[3*]CC(CS(C)(=O)=O)O[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],0.37
['[1*]CC(CS(=O)(=O)CCC)O[2*].[3*]CC(CS(=O)(=O)CCC)O[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],0.16
['[1*]CC(CS(=O)(=O)CCCC)O[2*].[3*]CC(CS(=O)(=O)CCCC)O[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],0.13
['[1*]CC(CS(=O)(=O)CCCCC)O[2*].[3*]CC(CS(=O)(=O)CCCCC)O[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],0.44
['[1*]Oc1cccc(C(=O)c2ccc(Oc3ccc(C(=O)c4ccc([2*])cc4)cc3)cc2)c1.[3*]Oc1cccc(C(=O)c2ccc(Oc3ccc(C(=O)c4ccc([4*])cc4)cc3)cc2)c1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],92.57
